,name,address,kurtosis_oxygen,occupation,pregnant,education-num,skewness_glucose,mean_glucose,std_oxygen,capital-gain,skewness_oxygen,kurtosis_glucose,personal_info,fnlwgt,class,std_glucose,income,mean_oxygen,hours-per-week,capital-loss,workclass
1888,Patrick Spears,"2580 Greene Walks
Delgadobury, TN 13616",5.172775286, Craft-repair,f,11.0,2.942802735,89.3359375,33.7223601,2885.0,27.67197695,1.203622763,"Asian-Pac-Islander|United-States
Assoc-voc -- Married-civ-spouse|Husband",101709.0,1.0,42.77087892, <=50K,7.311036789,40.0,0.0, Self-emp-not-inc
1889,Albert Jensen,"664 Micheal Haven Apt. 715
South Jason, CO 85257",2.6790949019999997, ?,f,11.0,7.984340445,,51.84946138,3908.0,6.209272718999999,1.7014523819999998,"White|United-States
Assoc-voc -- Married-civ-spouse|Wife",53606.0,1.0,33.02495117, <=50K,19.73578595,8.0,0.0, ?
1890,Charles Brueggeman,"22256 James Passage Suite 255
East Danielle, KY 37512",9.967117667, Exec-managerial,F,11.0,0.060397707,112.796875,15.72571872,0.0,119.7982303,0.276302272,"White|United-States
Assoc-voc -- Married-civ-spouse|Husband",207120.0,0.0,46.83837892, >50K,2.127090301,38.0,0.0, State-gov
1891,Deandre Sherrod,"526 Bean Light Suite 525
Jonathanbury, NY 31823",6.541726185, Adm-clerical,f,9.0,-0.165016167,??,17.04272685,0.0,59.12343183,0.067465434,"Asian-Pac-Islander|Philippines
HS-grad -- Married-civ-spouse|Husband",137192.0,0.0,48.37983463, <=50K,3.818561873,12.0,0.0, Without-pay
1892,Miguel Harrison,"69702 Nolan Row
West Erika, AR 02324",7.878385581, Other_service,f,9.0,0.310097234,111.8671875,18.63198761,0.0,75.80410603,0.382938299,"White|United-States
HS-grad -- Never-married|Not-in-family",293227.0,0.0,47.47785192, <=50K,3.3352842810000003,45.0,0.0, Private
1893,Mike Webster,"707 Lonnie River Suite 245
North Haleyland, IN 52808",5.732764676, Exec-managerial,f,9.0,-0.194833089,127.5703125,26.11212977,0.0,34.25556231,-0.11168116300000001,"White|United-States
HS-grad -- Divorced|Unmarried",62272.0,0.0,5149.676622, <=50K,4.9214046819999995,40.0,0.0, Self-emp-not-inc
1894,Derrick Thompson,"5521 Scott Ridges Suite 375
New Victoriaview, WI 30985",0.238320736, Craft-repair,f,9.0,2.58304544,96.546875,87.97220528,0.0,-1.546453911,1.128441314,"White|United-States
HS-grad -- Married-civ-spouse|Husband",244605.0,1.0,39.51697803, <=50K,88.47491639,40.0,0.0, Private
1895,Edwin Laster,"392 Jones Place Suite 295
North Jared, IN 01354",7.0429747910000025, Craft_repair,f,10.0,1.279403109,92.5625,21.97352519,0.0,54.46979492,0.618777768,"Asian-Pac-Islander|Cambodia
Some-college -- Never-married|Other-relative",228608.0,0.0,41.0155744, <=50K,3.703177258,40.0,0.0, Private
1896,Freeman Lankford,"3205 Levy Loaf
East Lee, WY 11437",10.27998232, Machine-op-inspct,f,9.0,0.6720090190000001,101.7734375,13.53067734,0.0,139.8944611,0.49199318,"White|United-States
HS-grad -- Never-married|Own-child",216811.0,0.0,43.30744286, <=50K,2.101170569,16.0,0.0, Private
1897,Dewitt Randall,"USCGC Jones
FPO AE 85827",10.30903207, Other-service,f,9.0,0.0955331,117.390625,15.48100539,0.0,127.45552099999999,0.315378522,"White|United-States
HS-grad -- Never-married|Not-in-family",143766.0,0.0,48.75548597, <=50K,2.12541806,30.0,0.0, Private
1898,Jesse Garrett,"02673 Clark Hollow
New Isabellaberg, MS 37603",4.36065288, ?,f,9.0,11.58263469,??,37.322007799999994,0.0,19.96643129,2.728196286,"White|United-States
HS-grad -- Married-civ-spouse|Husband",203953.0,1.0,34.00238029, >50K,9.819397992999999,40.0,0.0, ?
1899,Timothy Cook,"31748 Sara Valley
Osbornefort, AZ 75654",25.88756409, Sales,f,12.0,-0.539663837,130.9453125,8.235054846,5178.0,767.5866208,-0.06495473,"White|United-States
Assoc-acdm -- Married-civ-spouse|Husband",131288.0,0.0,53.60493631, >50K,0.5275919729999999,48.0,0.0, Self-emp-inc
1900,Charles Oneill,"5153 Ellen Lodge
Armstrongburgh, AL 15166",6.7850144010000015, Prof-specialty,f,15.0,4.563727142,76.265625,26.16049118,0.0,48.36674396,1.894294986,"Asian-Pac-Islander|India
Prof-school -- Never-married|Not-in-family",236481.0,1.0,43.46361344, <=50K,4.655518395,10.0,0.0, Private
1901,Byron Saari,"520 Amanda Path
Port Loriborough, AR 42069",1.601763052, Transport-moving,FALSE,9.0,9.256108689,,72.78769893,0.0,1.091596973,2.605324187,"White|United-States
HS-grad -- Divorced|Not-in-family",214541.0,1.0,39.5044221, <=50K,39.70903010000001,40.0,1590.0, Self-emp-not-inc
1902,Owen Crochet,"81171 Stephanie Trail
New Christopher, MO 96941",0.094011155, Other-service,F,9.0,28.675574600000004,27.3671875,76.74236842,0.0,-0.9303885709999999,4.875457338,"White|United-States
HS-grad -- Married-civ-spouse|Husband",481987.0,1.0,30.38473895, >50K,108.2700669,40.0,0.0, Private
1903,Johnnie Nuno,"06365 Amanda Road Apt. 329
Kirkshire, TX 25200",4.898416233, Transport-moving,f,10.0,-0.40513451100000003,126.6640625,33.60540418,0.0,23.56397733,0.027960346,"White|United-States
Some-college -- Married-civ-spouse|Husband",231043.0,0.0,54.88073395, <=50K,7.113712375,50.0,0.0, Private
1904,Michael Pope,"98657 Jonathan Plains
East Brianport, NM 32364",0.760626391, Farming-fishing,FALSE,10.0,12.65751277,57.984375,69.47520019,0.0,-0.7645080609999999,2.855361125,"White|United-States
Some-college -- Never-married|Own-child",236804.0,1.0,34.23402556, <=50K,57.03010033,35.0,0.0, Self-emp-not-inc
1905,Ray Franco,"29990 Nguyen Junctions Apt. 345
Traceyport, SC 66821",1.514739181, Machine-op-inspct,f,12.0,-0.048672422,118.1953125,67.88042313,0.0,0.631103897,0.15552780800000002,"White|United-States
Assoc-acdm -- Never-married|Not-in-family",337494.0,1.0,51.36770912, <=50K,36.16304348,48.0,0.0, Private
1906,Albert Flowers,"Unit 1389 Box 5503
DPO AP 40741",12.88465777, Sales,f,13.0,0.07200711,,13.37362836,0.0,196.24184269999998,0.175955214,"White|United-States
Bachelors -- Never-married|Not-in-family",121488.0,0.0,47.41192428, <=50K,1.5376254180000002,40.0,0.0, Private
1907,Mike Sams,"3148 Danielle Walk Apt. 320
Saraborough, CA 32739",4.748846949, Prof-specialty,f,14.0,-0.216629665,136.5546875,32.983577000000004,0.0,22.66344592,-0.222934778,"White|United-States
Masters -- Never-married|Own-child",346668.0,0.0,5312.908934, <=50K,7.413043478,40.0,0.0, Local-gov
1908,Ray Gillum,"13142 Michael Way
Carolberg, WY 13664",4.681125726, Farming-fishing,f,6.0,0.156995534,152.5625,35.63112526,0.0,22.20306831,-0.201525519,"White|United-States
10th -- Married-civ-spouse|Husband",297796.0,0.0,47.17036113, <=50K,8.525919732,40.0,0.0, Self-emp-not-inc
1909,Keith Davis,"Unit 2908 Box 3252
DPO AA 83422",8.334169097, Prof-specialty,f,9.0,-0.040071129,139.984375,16.88285443,0.0,84.25156113,-0.200709268,"White|Canada
HS-grad -- Never-married|Not-in-family",215616.0,0.0,49.51830223, <=50K,2.8520066889999995,40.0,0.0, Private
1910,Curtis Fox,"PSC 2417, Box 3088
APO AP 49347",8.416150846, Other-service,f,9.0,0.232940905,,18.834039100000002,0.0,78.00040274,0.39219285600000003,"White|United-States
HS-grad -- Married-civ-spouse|Husband",218955.0,0.0,44.00257381, <=50K,2.602842809,40.0,0.0, Private
1911,Robert Harrington,"310 David View
Michaelmouth, UT 65926",7.022260056, Machine-op-inspct,f,9.0,-0.265173104,,21.67699630000001,0.0,57.86820879,-0.206151273,"White|United-States
HS-grad -- Married-civ-spouse|Husband",179508.0,0.0,51.13265374, <=50K,3.9715719060000003,55.0,0.0, Private
1912,David Mealy,"0873 Diaz Village
Sandrastad, DE 05796",14.42875989, Adm-clerical,f,10.0,2.506066216,98.375,12.67829287,7978.0,228.951895,0.46600320100000003,"White|United-States
Some-college -- Divorced|Not-in-family",105252.0,0.0,35.61249781, <=50K,1.0292642140000001,35.0,0.0, Private
1913,Robert Flores,"8128 Colleen Mount Apt. 170
Brittanyland, VA 98663",10.0880338, Sales,f,9.0,-0.051149046,??,16.8777806,0.0,110.6269233,0.10417849,"White|United-States
HS-grad -- Married-civ-spouse|Husband",34378.0,0.0,47.94054545, <=50K,1.89548495,55.0,0.0, Private
1914,Stephen Moore,"4837 Jennifer Ways Apt. 720
Port Stephanie, VT 00637",11.11115085, Prof-specialty,f,13.0,0.277362477,111.3828125,14.34180105,0.0,152.78247380000005,0.34448055299999997,"White|United-States
Bachelors -- Never-married|Own-child",208591.0,0.0,46.23464628, <=50K,2.100334448,40.0,0.0, Private
1915,Aaron Lindley,"564 Stevenson Park Apt. 839
Rodriguezville, AR 73176",9.734142928999999, Transport_moving,f,9.0,-0.021641535,,15.1673049,0.0,112.6485949,-0.166735311,"White|United-States
HS-grad -- Married-civ-spouse|Husband",30916.0,0.0,47.42557646, >50K,2.117892977,50.0,0.0, Private
1916,Robert Lopez,"48849 Kelli Junctions
East Courtney, ND 57260",10.6672334, Exec_managerial,f,13.0,1.481365038,110.1796875,16.09229192,0.0,127.0464381,0.238782225,"White|United-States
Bachelors -- Never-married|Not-in-family",168521.0,0.0,41.59504057, <=50K,1.806856187,40.0,0.0, Private
1917,Joseph Rodriguez,"558 Mcdaniel Fields Suite 152
Mooreland, ME 15429",-0.713518139, Prof-specialty,f,13.0,0.462083597,135.2734375,80.49672908,0.0,-1.3532475480000001,-0.111229859,"White|United-States
Bachelors -- Divorced|Unmarried",115178.0,0.0,41.95583892, <=50K,117.37792639999999,15.0,0.0, Private
1918,Peter King,"0652 Brown Valley
Lucasbury, AZ 25457",1.600997903, Machine-op-inspct,f,10.0,9.04864641,74.2421875,77.83778912,0.0,0.7472796140000001,2.1936848380000002,"White|United-States
Some-college -- Divorced|Not-in-family",133060.0,1.0,35.31769787, <=50K,38.51254181,60.0,0.0, Self-emp-inc
1919,Joshua Mcgee,"99070 Harvey Spur Apt. 732
Nicholasburgh, KS 95660",10.40964566, Exec_managerial,f,10.0,-0.132725644,104.1953125,14.29966365,0.0,131.6906884,0.09726452699999999,"Black|United-States
Some-college -- Never-married|Own-child",146679.0,0.0,51.45523822, <=50K,1.886287625,30.0,0.0, Private
1920,John Fowler,"5061 Woodward Inlet Suite 186
Smithville, KY 85806",0.948149318, Prof-specialty,f,11.0,11.56383619,49.3359375,71.46310566,0.0,-0.052174403,3.3353726439999996,"White|United-States
Assoc-voc -- Married-civ-spouse|Husband",75755.0,1.0,43.59047297, <=50K,62.96655518,40.0,0.0, Private
1921,Kenneth Capel,"Unit 0036 Box 4936
DPO AE 28292",0.8162741440000001, Other-service,f,7.0,41.79063912,,73.68750731,0.0,-0.277134963,6.119241605,"White|United-States
11th -- Never-married|Not-in-family",121308.0,1.0,29.21214414, <=50K,75.10785953,40.0,0.0, Private
1922,Billy Moorer,"5374 Jennifer Lights Apt. 715
Garcialand, CO 34809",11.34056148, Other-service,f,10.0,-0.166757298,136.8359375,13.53929939,0.0,158.5806904,-0.221071304,"White|United-States
Some-college -- Never-married|Own-child",194096.0,0.0,50.3819439, <=50K,1.941471572,10.0,0.0, State-gov
1923,Douglas Threet,"57512 Clark Unions Apt. 347
Michaelville, FL 73395",-0.710192918, Exec-managerial,f,12.0,2.545764089,82.3828125,78.43529487,0.0,-0.527549306,1.526851177,"White|United-States
Assoc-acdm -- Never-married|Not-in-family",244402.0,1.0,46.59803528, >50K,153.243311,40.0,0.0, Private
1924,Van Mason,"07119 Allen Springs Apt. 535
Tracyfurt, ID 26263",-0.552205735, Craft-repair,f,9.0,1.838208621,,97.80042896,0.0,-1.5291232590000001,1.258430297,"White|United-States
HS-grad -- Married-civ-spouse|Husband",349148.0,0.0,50.79307555, >50K,135.819398,40.0,0.0, Private
1925,Rene Wilson,"45820 Young Walks
South Leah, LA 58116",7.738151512999999, Craft_repair,f,12.0,0.6595305379999999,107.90625,16.89457714,0.0,73.67653565,0.316463495,"White|United-States
Assoc-acdm -- Divorced|Not-in-family",154538.0,0.0,39.87900401, <=50K,2.925585284,40.0,0.0, Private
1926,Michael Outlaw,"735 Valerie Hill
Websterfort, AZ 79829",2.858017126, Craft-repair,f,5.0,4.1555052219999995,80.8515625,52.96375201,0.0,7.0551426479999995,1.7273630290000002,"White|United-States
9th -- Never-married|Own-child",243842.0,1.0,-4248.438865, <=50K,18.74331104,40.0,0.0, Private
1927,Chester Holmes,"720 Harris Turnpike Suite 732
East Sierra, CO 04774",-0.174834832, Other-service,f,9.0,-0.318092359,,86.55749292,0.0,-1.8988476380000001,-0.041624087000000004,"White|United-States
HS-grad -- Married-civ-spouse|Wife",129836.0,0.0,53.65330829, <=50K,95.98411371,10.0,0.0, Private
1928,Darryl Bokor,"USNV Robinson
FPO AP 96068",4.034846654, Other-service,f,10.0,5.52675691,86.5390625,37.15085402,0.0,16.83663613,1.803818291,"Black|United-States
Some-college -- Never-married|Not-in-family",282721.0,1.0,38.71145307, <=50K,10.14046823,12.0,0.0, State-gov
1929,Roy Maness,"6595 Ashley Pines Suite 441
South Rachel, NE 67075",11.65818833, Exec-managerial,f,13.0,-0.696880594,nan	,15.85489865,7688.0,149.0580895,-0.023317526,"White|United-States
Bachelors -- Married-civ-spouse|Husband",123436.0,0.0,-5979.767115, >50K,1.632943144,50.0,0.0, Private
1930,Delmar Kiani,"155 Thomas Plaza Apt. 253
Jordanview, PA 48416",7.45713671, Exec-managerial,f,13.0,-0.158887725,147.7578125,16.69209175,0.0,72.34859953,0.001518294,"White|United-States
Bachelors -- Married-civ-spouse|Husband",282951.0,0.0,48.87000392, <=50K,3.260869565,70.0,0.0, Private
1931,Kevin Moore,"408 Angela Square
Christinaburgh, NH 26161",1.745324901, Machine-op-inspct,F,10.0,14.45405088,58.6328125,65.84515941,0.0,1.976719986,3.142086962,"White|United-States
Some-college -- Divorced|Not-in-family",194141.0,1.0,33.14618924, <=50K,37.44732441,40.0,1617.0, Private
1932,Alfredo Pando,"694 Kristy Ford
Torresview, ME 60926",12.47315047, Handlers-cleaners,f,10.0,0.375486851,100.921875,14.08879648,0.0,170.31635680000005,0.674764703,"White|United-States
Some-college -- Never-married|Not-in-family",87284.0,0.0,50.27185616, <=50K,1.31270903,40.0,0.0, Private
1933,Nicholas Howard,"5826 Jack Land Suite 684
South William, TX 51913",-0.13300689699999999, Craft-repair,f,9.0,2.583850808,76.5078125,98.19647714,0.0,-1.826204713,1.77634624,"White|United-States
HS-grad -- Married-civ-spouse|Husband",62932.0,1.0,55.00269824, <=50K,112.09782609999999,40.0,0.0, Self-emp-not-inc
1934,Gary Seamon,"0080 Bolton Expressway Apt. 077
New Crystal, OH 43864",9.529230269, Machine-op-inspct,f,10.0,-0.20837361899999998,118.1484375,20.74347621,0.0,95.99908541,0.002940178,"White|United-States
Some-college -- Divorced|Not-in-family",148607.0,0.0,52.85742761, <=50K,2.49916388,40.0,0.0, Private
1935,Tomas Clemons,"20872 Hogan Ville Apt. 649
New Gina, UT 46001",4.777219591000001, Prof-specialty,F,13.0,8.870819374,53.0234375,36.46939486,0.0,24.12806091,2.5896802180000003,"White|United-States
Bachelors -- Never-married|Not-in-family",117833.0,1.0,39.59274414, <=50K,9.274247492,35.0,0.0, Local-gov
1936,Kevin Capehart,"74385 Donald Unions Suite 038
New Stephaniemouth, PA 38992",4.160176446, Adm-clerical,f,14.0,0.015481336000000004,,40.0258565,0.0,16.58034372,-0.10901291,"White|United-States
Masters -- Married-civ-spouse|Husband",375868.0,0.0,44.08866065, <=50K,9.903010033,40.0,0.0, Private
1937,Dwight Ramos,"7145 Brian Glens
Danielsstad, OR 27382",10.63124544, Sales,f,9.0,-0.033839098,128.625,15.68085985,0.0,129.15651029999998,0.020489591,"Asian-Pac-Islander|United-States
HS-grad -- Never-married|Other-relative",68729.0,0.0,47.57641879, >50K,1.860367893,50.0,0.0, Self-emp-not-inc
1938,Tommy Prince,"123 Sullivan Loaf
Cynthiaview, RI 22106",5.956808614, Machine-op-inspct,f,9.0,1.69544987,115.6328125,23.59084141,0.0,40.75965888,0.130539046,"White|United-States
HS-grad -- Divorced|Not-in-family",279524.0,0.0,37.9892812, <=50K,4.7483277589999995,40.0,0.0, Private
1939,Kenneth Vanvalkenburg,"0338 Angela Ports Suite 480
Yolandaborough, AZ 93900",12.63557336, Sales,f,13.0,0.471969161,,13.24148334,0.0,190.5530231,0.605039007,"White|United-States
Bachelors -- Married-civ-spouse|Husband",105021.0,0.0,47.37108264, >50K,1.54180602,50.0,0.0, Private
1940,Jared Domingo,"07888 Steve Trail
Lake Jessicaburgh, WV 56340",6.625637202999999, Craft-repair,f,13.0,1.3974352490000002,90.2265625,25.24064905,0.0,46.64928676,0.593121724,"White|United-States
Bachelors -- Married-civ-spouse|Husband",272950.0,0.0,39.47986331, >50K,4.423913043,45.0,0.0, Private
1941,Raymond Cooper,"740 Samantha Drive Suite 071
West Donaldberg, CT 92381",10.85343146, Protective-serv,f,9.0,-0.138148206,111.421875,14.39706675,0.0,137.1408457,0.39783428299999996,"White|United-States
HS-grad -- Never-married|Not-in-family",289442.0,0.0,53.54548437, <=50K,1.690635452,40.0,0.0, Local-gov
1942,Lorenzo Thomas,"106 Gregory Port Suite 969
North Maxwelltown, MO 08225",7.278727355, Prof-specialty,f,14.0,1.627648037,,16.89003584,0.0,68.67160351,0.255870722,"White|United-States
Masters -- Divorced|Not-in-family",176716.0,0.0,38.99720089, <=50K,3.336120401,40.0,0.0, Local-gov
1943,Andrew Logan,"550 Tammy Village
Lake William, NY 99025",2.719680049, Sales,f,10.0,27.31095198,,52.08142196,0.0,7.064026397,4.76063117,"White|United-States
Some-college -- Separated|Not-in-family",174370.0,1.0,30.20093738, <=50K,22.97993311,55.0,0.0, Private
1944,Jeffrey Craft,"19054 Lewis Village Apt. 647
Frostmouth, VT 18696",6.15000155, Adm-clerical,f,10.0,0.134251991,109.5625,27.49875553,0.0,39.36557998,0.11558463199999999,"Amer-Indian-Eskimo|United-States
Some-college -- Married-civ-spouse|Husband",107108.0,0.0,44.90402091, <=50K,5.118729097,40.0,0.0, Private
1945,Robt Garrido,"816 Garrison Crossing
North Emmastad, NM 72026",9.26182374, Prof-specialty,f,14.0,-0.208122909,127.765625,13.64410146,0.0,121.4248535,0.16692721300000002,"Asian-Pac-Islander|China
Masters -- Married-civ-spouse|Wife",182460.0,0.0,-4761.917359, >50K,2.29180602,38.0,0.0, State-gov
1946,Charles Nelson,"4411 Cook Dale Apt. 296
New Andrewstad, CT 76151",-2.545733541, Sales,f,10.0,-0.253865826,143.46875,61.46919797,0.0,5.311177309,0.0723307,"White|United-States
Some-college -- Married-civ-spouse|Husband",167886.0,0.0,49.72061593, >50K,200.458194,40.0,0.0, Private
1947,Frank Basel,"948 Kyle Stravenue
West Ryan, ID 51923",3.831452282, Exec-managerial,f,9.0,0.44428217799999997,129.3125,34.31962743,15024.0,14.83679793,0.11289574,"White|United-States
HS-grad -- Married-civ-spouse|Husband",170871.0,0.0,43.32088663, >50K,9.616220736,55.0,0.0, Self-emp-inc
1948,Robert Ives,"6762 Thompson Spur Apt. 815
Michaelside, CT 81546",12.21881666, Adm-clerical,f,8.0,-0.15893406,105.5625,12.20648002,0.0,198.47967169999998,0.291259453,"Black|?
12th -- Never-married|Other-relative",202570.0,0.0,51.93727437, <=50K,1.685618729,48.0,0.0, Private
1949,James Calloway,"3064 Adam Gardens
Gregorybury, FL 95338",14.49611581, Craft-repair,FALSE,10.0,2.020098082,91.4140625,13.69186685,0.0,220.06533109999998,0.346524967,"Asian-Pac-Islander|Cambodia
Some-college -- Married-civ-spouse|Other-relative",350440.0,0.0,37.0241744, >50K,1.031772575,40.0,0.0, Private
1950,Arthur Crandall,"806 Matthews River Suite 584
Port Heidiside, CA 57208",8.375143522, Tech-support,f,10.0,-0.168472123,101.3828125,21.78579684,0.0,80.18800350000002,0.361765567,"White|United-States
Some-college -- Never-married|Not-in-family",243678.0,0.0,51.08267213, <=50K,3.933110368,40.0,0.0, State-gov
1951,David Short,"42574 Sutton Parkway
Pedromouth, OH 97593",2.901982013, Sales,f,14.0,29.71238866,33.3203125,48.95163204,0.0,8.326894572999999,4.852216336000001,"White|United-States
Masters -- Married-civ-spouse|Husband",241126.0,1.0,29.12390921, >50K,20.35451505,40.0,0.0, Private
1952,Lloyd Mosteller,"71101 Cox Ridges
Allenberg, WI 35170",2.5494695469999997, Craft-repair,f,9.0,14.63329698,57.8671875,57.36983632,0.0,5.703453999,3.392913848,"White|United-States
HS-grad -- Married-civ-spouse|Husband",413297.0,1.0,35.14509458, <=50K,24.85702341,45.0,0.0, Private
1953,Gregory Haldeman,"043 Joel Glen
Isaacside, AK 30163",5.25579593, Prof_specialty,FALSE,10.0,9.023274646,65.5390625,34.04799239,0.0,27.14459466,2.10205517,"Black|Haiti
Some-college -- Married-civ-spouse|Husband",179291.0,1.0,33.70758964, >50K,6.8361204010000005,56.0,0.0, Private
1954,Tyler Brace,"9426 Sergio Rest Suite 404
Port Michael, VT 19461",6.963515437000001, Craft-repair,f,5.0,-0.40646326,127.359375,20.81012305,0.0,54.56052425,-0.152842304,"Black|United-States
9th -- Married-civ-spouse|Husband",148874.0,0.0,51.18497924, <=50K,3.834448161,44.0,0.0, Private
1955,John Prince,"Unit 2318 Box 7562
DPO AA 48291",19.29897046, Protective-serv,f,13.0,0.12598442699999998,,9.656682978,0.0,445.365623,-0.28250821,"White|United-States
Bachelors -- Married-civ-spouse|Husband",112497.0,0.0,44.99487547, <=50K,0.803511706,60.0,0.0, State-gov
1956,Daniel Price,"Unit 9068 Box 5321
DPO AE 96612",5.975372601, Adm-clerical,f,10.0,1.1572888620000001,102.9453125,22.79584659,0.0,39.55930668,0.500264245,"White|United-States
Some-college -- Never-married|Own-child",103588.0,0.0,39.14582285, <=50K,4.39632107,25.0,0.0, State-gov
1957,Clayton Podbielski,"29685 Hahn Garden Suite 202
Marcusport, MA 98348",7.517878845, Protective-serv,f,10.0,-0.041770772000000005,125.1484375,17.95311719,0.0,69.18786779,0.11433310599999999,"White|United-States
Some-college -- Married-civ-spouse|Husband",51579.0,0.0,46.00001526, <=50K,3.218227425,50.0,0.0, Local-gov
1958,Marvin Martin,"43099 Michelle Extension
Franklinville, NC 06398",8.773749441, Machine-op-inspct,f,5.0,-0.356886771,122.3125,17.2751845,0.0,91.17194155,0.061671672999999996,"White|United-States
9th -- Never-married|Not-in-family",131568.0,0.0,52.37526104, <=50K,2.68812709,40.0,0.0, Private
1959,Walter Marshall,"33824 Edwards Street
Thompsonburgh, OK 35267",6.557742635, Transport-moving,f,10.0,0.059941079,120.6328125,29.14535925,0.0,43.60279139,0.152860409,"White|United-States
Some-college -- Never-married|Own-child",119215.0,0.0,44.24044231, <=50K,4.857023411,40.0,0.0, Private
1960,Mark Collins,"3530 Williams Run
Martinezside, UT 51426",4.987801561, Craft-repair,f,7.0,0.8343741140000001,128.34375,32.265718400000004,0.0,24.9487924,0.097544059,"White|United-States
11th -- Married-civ-spouse|Husband",115443.0,0.0,41.31631743, <=50K,6.773411371,40.0,0.0, Private
1961,David Signorile,"23675 Jennifer Island Suite 889
Tranland, AZ 19625",3.350884269, Sales,f,9.0,-0.490890709,119.6484375,48.12898251,0.0,9.865338608,0.125988795,"Asian-Pac-Islander|United-States
HS-grad -- Married-civ-spouse|Husband",74712.0,0.0,50.82669541, >50K,14.03929766,40.0,0.0, Self-emp-inc
1962,Willie Newsome,"59886 Green Cape
East Patricia, AR 93136",5.21248672, Exec-managerial,f,9.0,0.077958789,,34.12626272,7298.0,26.87687721,-0.12833218,"White|United-States
HS-grad -- Married-civ-spouse|Husband",30731.0,0.0,43.82320257, >50K,6.887123746,40.0,0.0, Federal-gov
1963,Dana Guajardo,"04397 Jessica Burg
Lake Jamesberg, DC 18335",11.22410017, Exec-managerial,f,13.0,0.41466641299999996,109.4765625,12.49377142,0.0,171.4043608,0.24457533399999998,"White|?
Bachelors -- Never-married|Other-relative",358682.0,0.0,47.21128785, <=50K,1.7951505019999998,50.0,0.0, Private
1964,Joseph Garcia,"PSC 4697, Box 4338
APO AP 99511",13.73832289, Handlers-cleaners,f,9.0,0.770638356,100.9609375,11.61831088,0.0,236.38976040000003,0.151630196,"White|United-States
HS-grad -- Never-married|Not-in-family",695136.0,0.0,41.88048515, <=50K,1.246655518,30.0,0.0, Private
1965,Jeffrey Bellew,"8636 Christopher Plaza
Robbinsville, AL 11915",13.89251477, Prof-specialty,f,13.0,0.796409978,136.875,13.925596300000002,0.0,209.9093542,-0.044242101,"White|United-States
Bachelors -- Married-civ-spouse|Husband",242082.0,0.0,4081.360067, >50K,1.180602007,45.0,0.0, Self-emp-not-inc
1966,Adrian Alnutt,"8942 Kaufman Park
Jennifertown, AK 67798",0.721065608, Exec-managerial,f,10.0,34.21866053,,70.16131984,0.0,-0.379067424,5.677385339,"White|United-States
Some-college -- Married-civ-spouse|Wife",72619.0,1.0,31.11821333, >50K,76.1722408,40.0,0.0, Private
1967,Earnest Lopez,"664 Edward Grove
Jonesburgh, HI 32763",1.780298706, Other-service,f,4.0,23.3089483,39.1484375,71.31374746,0.0,1.807952045,4.004762208,"Other|?
7th-8th -- Never-married|Unmarried",261203.0,1.0,30.32817632, <=50K,37.52759197,30.0,0.0, Private
1968,Ricky Paterson,"471 Walker Underpass Apt. 374
Lake Patriciaborough, OK 65393",8.472117373, Other-service,f,9.0,0.5273546339999999,119.84375,17.33185411,0.0,83.71575033,0.013581488999999999,"White|United-States
HS-grad -- Never-married|Not-in-family",141663.0,0.0,43.30640063, <=50K,2.575250836,15.0,0.0, Private
1969,Thomas Busby,"6927 Christopher Drive
Butlerberg, HI 82607",-0.104045545, Protective-serv,f,13.0,33.92976076,8.578125,79.27104219,0.0,-1.315916032,5.823671052000001,"White|United-States
Bachelors -- Married-civ-spouse|Husband",163998.0,1.0,3361.7938240000008, >50K,141.31521740000005,44.0,0.0, Local-gov
1970,Timothy Morrissey,"2502 Barker Grove
Lake Michael, MD 09357",4.683989918, ?,FALSE,6.0,-0.13722151300000002,116.6640625,37.35608519,1055.0,20.96888436,-0.076760585,"White|United-States
10th -- Never-married|Own-child",333100.0,0.0,45.90501017, <=50K,8.078595318,30.0,0.0, ?
1971,Marcel Moody,"92795 Smith Alley Apt. 153
South Thomas, MS 58229",0.9734834179999999, Sales,f,13.0,16.50953269,47.03125,73.55964694,0.0,-0.141037482,3.744839303,"White|United-States
Bachelors -- Divorced|Not-in-family",187119.0,1.0,-3698.097854, <=50K,71.88043478,65.0,1980.0, Private
1972,Victor Lopinto,"14239 Palmer Plaza Suite 629
Clintonhaven, CA 07833",1.370528004, Other-service,f,9.0,38.32876428,17.671875,63.74260797,0.0,1.24061254,5.976705461,"White|United-States
HS-grad -- Separated|Unmarried",85041.0,1.0,29.86770554, <=50K,49.28093645,25.0,0.0, Private
1973,James Schreckengost,"588 Damon Corner Apt. 559
Christopherside, MO 48840",0.010348421, Adm_clerical,f,9.0,37.70232112,16.25,93.41866189,0.0,-1.5677302,6.026511043999999,"White|United-States
HS-grad -- Never-married|Unmarried",294295.0,1.0,30.86867344, <=50K,123.7115385,40.0,0.0, Private
1974,Donald Aguilar,"048 Douglas Spurs
Port Ashleyton, DE 96979",13.20342712, Adm-clerical,F,9.0,-0.592992109,127.53125,11.52272459,0.0,228.18444649999998,-0.049833761,"Black|United-States
HS-grad -- Divorced|Unmarried",63079.0,0.0,54.94868878, <=50K,1.2792642140000001,40.0,0.0, Private
